Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Wind Speed,Generic 1.5 MW Power Output,Generic 1.5 MW Operating Status,AC Primary Load,AC Primary Load Served,Hydrogen Load,Grid Purchases,Grid Sales,Total Electrical Load Served,Renewable Penetration,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Lead Acid Maximum Charge Power,Generic 1kWh Lead Acid Maximum Discharge Power,Generic 1kWh Lead Acid Charge Power,Generic 1kWh Lead Acid Discharge Power,Generic 1kWh Lead Acid Input Power,Generic 1kWh Lead Acid Energy Content,Generic 1kWh Lead Acid State of Charge,Generic 1kWh Lead Acid Energy Cost,Electrolyzer Input,Electrolyzer Output,Stored Hydrogen,Hydrogen Load Served,Unmet Hydrogen Load,Excess Hydrogen,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
2/25/2007 1:00:00 PM,0.5335,64.35926,2.625691,10.20824,0.5419618,23033.38,5.612307,99759.14,0,572.8266,572.8266,3891,0,0,117831.8,104.21,0,122792.5,0,0,99186.31,94227,1.407128,1384026,1.407128,0,1.407128,5304237,99.99994,0,117259,2526.848,27311.88,3891,0,0,50509.68,18426.7,199759.1,1407059
2/25/2007 2:00:00 PM,0.502,59.79835,32.98482,19.00236,0.5092921,21644.91,4.470451,50191.85,0,934.442,934.442,3891,0,7.27596E-12,69372.88,103.5517,0,71836.77,0,0,49257.41,46794.54,1.012821,1384026,1.012821,0,1.012821,5304238,99.99995,0,68438.44,1474.8,24895.68,3891,0,0,26123.81,17315.93,150191.9,1405671
2/25/2007 3:00:00 PM,0.4525,49.89769,52.2382,32.60487,0.4608391,19585.66,8.899968,305094.7,0,595.2632,595.2632,3891,0,0,309454.6,104.9202,0,324680.3,0,0,304499.4,289274.4,0.7290077,1384026,0.7290077,0,0.7290077,5304238,99.99997,0,308859.3,6655.702,27660.38,3891,0,0,153202.1,15668.53,405094.7,1403612
2/25/2007 4:00:00 PM,0.3615,37.60411,63.64814,47.00766,0.3698031,15716.63,9.231648,314307.3,0,1189.684,1189.684,3891,0,0,314367.6,104.9803,0,330024,0,0,313117.7,297461.8,0.5247246,1384026,0.5247246,0,0.5247246,5304239,99.99998,0,313177.9,6748.763,30518.14,3891,0,0,158462.3,12573.31,414307.3,1399742
2/25/2007 5:00:00 PM,0.225,24.2502,71.02472,61.64552,0.2298623,9769.146,7.244826,211872.1,0,941.757,941.757,3891,0,0,211094.3,104.9963,0,221641.2,0,0,210930.3,200383.8,0.3776858,1384026,0.3776858,0,0.3776858,5304239,99.99998,0,210152.6,4528.64,31155.79,3891,0,0,106972,7815.317,311872.1,1393795
2/25/2007 6:00:00 PM,0.059,10.37266,76.31953,76.37386,0.05870618,2495.012,10.24853,323606,0,606.7133,606.7133,3891,0,0,309950.8,105.2106,0,326101,0,0,322999.3,306849.3,0.2718504,1384026,0.2718504,0,0.2718504,5304240,99.99998,0,309344.1,6666.147,33930.93,3891,0,0,162470.4,1996.01,423606,1386521
2/25/2007 7:00:00 PM,0,0,80.50889,90,0,0,7.775075,254215.4,0,1106.738,1106.738,3891,0,0,241559.7,105.2391,0,254215.4,0,0,253108.6,240453.2,0.1956723,1384026,0.1956723,0,0.1956723,5304240,99.99999,0,240453,5181.593,35221.52,3891,0,0,128325.1,0,354215.3,1384026
2/25/2007 8:00:00 PM,0,0,84.15518,90,0,0,6.727061,170765.4,0,1004.846,1004.846,3891,0,0,162277.3,105.2307,0,170765.4,0,0,169760.6,161272.6,0.1408408,1384026,0.1408408,0,0.1408408,5304240,99.99999,0,161272.4,3475.307,34805.83,3891,0,0,86488.05,0,270765.4,1384026
2/25/2007 9:00:00 PM,0,0,87.68761,90,0,0,3.750394,30675.24,0,1144.942,1144.942,3891,0,0,29198.63,105.0571,0,30675.24,0,0,29530.3,28053.79,0.1013743,1384026,0.1013743,0,0.1013743,5304240,99.99999,0,28053.69,604.5372,31519.37,3891,0,0,16597.06,0,130675.2,1384026
2/25/2007 10:00:00 PM,0,0,91.63799,90,0,0,6.226937,135515.1,0,637.1511,637.1511,3891,0,0,128771.1,105.2372,0,135515.1,0,0,134877.9,128134,0.07296713,1384026,0.07296713,0,0.07296713,5304240,100,0,128133.9,2761.196,30389.56,3891,0,0,68458.39,0,235515.1,1384026
2/25/2007 11:00:00 PM,0,0,97.21399,90,0,0,6.675326,167119,0,1080.554,1080.554,3891,0,0,158817,105.2274,0,167119,0,0,166038.4,157736.5,0.05252022,1384026,0.05252022,0,0.05252022,5304240,100,0,157736.5,3399.11,29897.67,3891,0,0,84748.11,0,267119,1384026
2/26/2007 12:00:00 AM,0,0,111.2342,90,0,0,5.768391,108560.2,0,818.6074,818.6074,3891,0,0,103173.1,105.2214,0,108560.2,0,0,107741.6,102354.5,0.03780296,1384026,0.03780296,0,0.03780296,5304240,100,0,102354.5,2205.667,28212.34,3891,0,0,55180.57,0,208560.2,1384026
2/26/2007 1:00:00 AM,0,0,-168.3602,90,0,0,7.776864,254316.2,0,674.0313,674.0313,3891,0,-2.91038E-11,241634.1,105.2485,0,254316.2,0,0,253642.2,240960.1,0.02720979,1384026,0.02720979,0,0.02720979,5304240,100,0,240960.1,5192.52,29513.86,3891,0,0,127899.6,0,354316.2,1384026
2/26/2007 2:00:00 AM,0,0,-107.8797,90,0,0,5.555957,96581.74,0,690.8301,690.8301,3891,0,0,91787.17,105.2236,0,96581.74,0,0,95890.91,91096.36,0.01958504,1384026,0.01958504,0,0.01958504,5304240,100,0,91096.34,1963.062,27585.92,3891,0,0,49050.78,0,196581.7,1384026
2/26/2007 3:00:00 AM,0,0,-96.82321,90,0,0,6.770062,173796.3,0,944.3408,944.3408,3891,0,0,165153.7,105.2331,0,173796.3,0,0,172852,164209.4,0.0140969,1384026,0.0140969,0,0.0140969,5304240,100,0,164209.4,3538.596,27233.52,3891,0,0,87936.93,0,273796.3,1384026
2/26/2007 4:00:00 AM,0,0,-91.4642,90,0,0,8.571311,295828.7,0,1363.802,1363.802,3891,0,0,281105.5,105.2376,0,295828.7,0,0,294464.9,279741.7,0.01014666,1384026,0.01014666,0,0.01014666,5304240,100,0,279741.7,6028.236,29370.76,3891,0,0,149414.5,0,395828.7,1384026
2/26/2007 5:00:00 AM,0,0,-87.5394,90,0,0,9.069107,309863.2,0,933.4863,933.4863,3891,0,0,294416.8,105.2465,0,309863.2,0,0,308929.8,293483.2,0.007303354,1384026,0.007303354,0,0.007303354,5304240,100,0,293483.2,6324.357,31804.11,3891,0,0,155958.5,0,409863.2,1384026
2/26/2007 6:00:00 AM,0,0,-83.97417,90,0,0,13.19514,325050,0,1097.029,1097.029,3891,0,0,308852.3,105.2445,0,325050,0,0,323953,307755.3,0.005256802,1384026,0.005256802,0,0.005256802,5304240,100,0,307755.3,6631.91,34545.02,3891,0,0,163731.7,0,425050,1384026
2/26/2007 7:00:00 AM,0.001,0,-80.25522,90,0,0,9.388997,316081.8,0,1032.742,1032.742,3891,0,0,300329.3,105.2451,0,316081.8,0,0,315049.1,299296.6,0.003783737,1384026,0.003783737,0,0.003783737,5304240,100,0,299296.6,6449.631,37103.65,3891,0,0,159176.9,0,416081.8,1384026
2/26/2007 8:00:00 AM,0.1055,12.67572,-75.9397,74.05529,0.1074799,4567.895,6.980588,189522.8,0,1058.971,1058.971,3891,0,0,184667.5,105.1028,0,194090.8,0,0,188463.9,179040.7,0.002723455,1384026,0.002723455,0,0.002723455,5304240,100,0,183608.6,3956.635,37169.29,3891,0,0,95926.3,3654.316,289522.8,1388594
2/26/2007 9:00:00 AM,0.279,26.51853,-70.42117,59.31648,0.2898146,12317.12,6.577067,160193.4,0,1113.376,1113.376,3891,0,0,164556.5,104.8336,0,172510.5,0,0,159080,151126,0.001960286,1384026,0.001960286,0,0.001960286,5304240,100,0,163443.1,3522.084,36800.38,3891,0,0,81321.41,9853.697,260193.4,1396343
2/26/2007 10:00:00 AM,0.4005,39.79377,-62.61654,44.67496,0.4119432,17507.59,6.231965,135869.5,0,1053.321,1053.321,3891,0,0,146636.2,104.597,0,153377,0,0,134816.1,128075.3,0.001410973,1384026,0.001410973,0,0.001410973,5304240,100,0,145582.9,3137.209,36046.58,3891,0,0,69093.38,14006.07,235869.5,1401534
2/26/2007 11:00:00 AM,0.48,51.89306,-50.32121,30.29288,0.4900536,20827.28,8.463146,292779.2,0,1183.634,1183.634,3891,0,0,299026.7,104.8757,0,313606.5,0,0,291595.6,277015.8,0.001015589,1384026,0.001015589,0,0.001015589,5304240,100,0,297843.1,6418.308,38573.89,3891,0,0,147691.6,16661.82,392779.2,1404853
2/26/2007 12:00:00 PM,0.512,61.28055,-29.32025,16.86965,0.5193635,22072.95,6.404076,148000.4,0,853.4366,853.4366,3891,0,0,162716,104.5216,0,170073.4,0,0,147147,139789.6,0.000731,1384026,0.000731,0,0.000731,5304240,100,0,161862.6,3488.025,38170.91,3891,0,0,74938.99,17658.36,248000.4,1406099
2/26/2007 1:00:00 PM,0.516,64.72285,2.736852,9.849009,0.5220603,22187.56,5.557691,96679.53,0,630.6982,630.6982,3891,0,0,114064.6,104.2103,0,118867.1,0,0,96048.83,91246.39,0.000526159,1384026,0.000526159,0,0.000526159,5304240,100,0,113434,2444.422,36724.34,3891,0,0,49033.53,17750.05,196679.5,1406214
2/26/2007 2:00:00 PM,0.4745,60.09019,33.42822,18.84187,0.4785336,20337.68,6.63506,164280.9,0,736.7662,736.7662,3891,0,0,176441.4,104.6345,0,184618.6,0,0,163544.1,155366.9,0.000378718,1384026,0.000378718,0,0.000378718,5304240,100,0,175704.6,3786.311,36619.65,3891,0,0,82950.9,16270.14,264280.9,1404364
2/26/2007 3:00:00 PM,0.396,50.104,52.70987,32.53431,0.3979934,16914.72,6.678928,167372.9,0,841.7161,841.7161,3891,0,0,175961,104.732,0,184287.6,0,0,166531.2,158204.6,0.000272593,1384026,0.000272593,0,0.000272593,5304240,100,0,175119.3,3773.698,36502.35,3891,0,0,84612.33,13531.78,267372.9,1400941
2/26/2007 4:00:00 PM,0.2715,37.75138,64.07248,46.97849,0.2708119,11509.51,4.310322,45677.28,0,999.363,999.363,3891,0,7.27596E-12,54952.89,104.0651,0,57186.79,0,0,44677.92,42444.02,0.000196207,1384026,0.000196207,0,0.000196207,5304240,100,0,53953.53,1162.661,33774.01,3891,0,0,23937.94,9207.605,145677.3,1395535
2/26/2007 5:00:00 PM,0.08,24.35895,71.409,61.64186,0.07905603,3359.881,2.396086,0,0,1159.255,1159.255,3891,0,0,3298.868,101.8495,0,3359.881,1220.268,1159.255,0,0,0.000141225,1384026,0.000141225,0,0.000141225,5304240,100,0,2139.613,46.10716,29929.11,3891,0,0,1275.18,2687.905,100000,1387386
2/26/2007 6:00:00 PM,0.015,10.45547,76.68277,76.3894,0.01481203,629.5112,6.117317,128235,0,1042.493,1042.493,3891,0,-1.45519E-11,122504.9,105.1913,0,128864.5,0,0,127192.5,120832.8,0.000101651,1384026,0.000101651,0,0.000101651,5304240,100,0,121462.4,2617.428,28655.54,3891,0,0,65264.22,503.609,228235,1384655
2/26/2007 7:00:00 PM,0,0,80.8706,90,0,0,2.905317,0,0,927.3517,927.3517,3891,0,0,927.3517,0,1.13687E-13,0,976.1597,927.3517,0,0,7.31668E-05,1384026,0,976.1597,-976.1597,5303148,99.97942,0,0,0,24764.54,3891,0,0,1020.087,0,100000,1384026
2/26/2007 8:00:00 PM,0,0,84.53694,90,0,0,1.594379,0,0,1304.725,1304.725,3891,0,0,1304.725,0,0,0,1373.395,1304.725,0,0,771.3135,1384026,0,1373.395,-1373.395,5301613,99.95048,0,0,0,20873.54,3891,0,0,1435.198,0,100000,1384026
2/26/2007 9:00:00 PM,0,0,88.11905,90,0,0,3.111043,18057.44,0,935.2614,935.2614,3891,0,0,15344.83,117.6777,0,18057.44,0,0,17122.18,16266.07,1856.502,1384026,1856.502,0,1856.502,5303274,99.98178,0,14409.57,310.5161,17293.06,3891,0,0,10057.51,0,118057.4,1384026
2/26/2007 10:00:00 PM,0,0,92.17113,90,0,0,6.535654,157274.5,0,856.8239,856.8239,3891,0,0,149107,105.4776,0,157274.5,0,0,156417.6,148596.8,346.617,1384026,346.617,0,346.617,5303584,99.98763,0,148250.1,3194.686,16596.74,3891,0,0,79579.74,0,257274.5,1384026
2/26/2007 11:00:00 PM,0,0,97.96947,90,0,0,7.898282,261162.6,0,1040.147,1040.147,3891,0,0,247950.8,105.3284,0,261162.6,0,0,260122.4,247116.3,205.6328,1384026,205.6328,0,205.6328,5303768,99.9911,0,246910.7,5320.751,18026.5,3891,0,0,131725.5,0,361162.6,1384026
2/27/2007 12:00:00 AM,0,0,112.6079,90,0,0,7.885021,260414.9,0,1118.413,1118.413,3891,0,0,247302,105.3024,0,260414.9,0,0,259296.4,246331.6,148.0102,1384026,148.0102,0,148.0102,5303900,99.99359,0,246183.6,5305.083,19440.58,3891,0,0,131437.7,0,360414.8,1384026
2/27/2007 1:00:00 AM,0,0,-168.7277,90,0,0,6.095699,127016,0,1230.53,1230.53,3891,0,0,120620.2,105.3024,0,127016,0,0,125785.4,119496.2,106.5347,1384026,106.5347,0,106.5347,5303995,99.99538,0,119389.6,2572.763,18122.34,3891,0,0,64861.57,0,227016,1384026
2/27/2007 2:00:00 AM,0,0,-109.0134,90,0,0,8.872752,304327.3,0,988.1248,988.1248,3891,0,0,289083.7,105.2731,0,304327.3,0,0,303339.2,288172.2,76.68143,1384026,76.68143,0,76.68143,5304064,99.99668,0,288095.6,6208.257,20439.6,3891,0,0,153250.6,0,404327.3,1384026
2/27/2007 3:00:00 AM,0,0,-97.50099,90,0,0,9.000594,307931.6,0,699.6556,699.6556,3891,0,0,292514.8,105.2704,0,307931.6,0,0,307232,291870.4,55.1937,1384026,55.1937,0,55.1937,5304113,99.99761,0,291815.2,6288.412,22837.01,3891,0,0,154735.4,0,407931.6,1384026
2/27/2007 4:00:00 AM,0,0,-91.95947,90,0,0,5.265268,81813.07,0,1079.237,1079.237,3891,0,0,77736.66,105.2439,0,81813.07,0,0,80733.84,76697.14,39.72728,1384026,39.72728,0,39.72728,5304148,99.99828,0,76657.41,1651.913,20597.92,3891,0,0,42093.7,0,181813.1,1384026
2/27/2007 5:00:00 AM,0,0,-87.94699,90,0,0,7.504379,233825.1,0,1193.276,1193.276,3891,0,0,222164.9,105.2484,0,233825.1,0,0,232631.8,221000.2,28.59487,1384026,28.59487,0,28.59487,5304174,99.99876,0,220971.6,4761.782,21468.71,3891,0,0,118225.1,0,333825.1,1384026
2/27/2007 6:00:00 AM,0,0,-84.33804,90,0,0,5.499111,93376.41,0,733.1599,733.1599,3891,0,0,88723.66,105.2441,0,93376.41,0,0,92643.24,88011.08,20.58199,1384026,20.58199,0,20.58199,5304192,99.99911,0,87990.5,1896.133,19473.84,3891,0,0,47494.68,0,193376.4,1384026
2/27/2007 7:00:00 AM,0,0,-80.6013,90,0,0,4.588363,53516.19,0,720.6292,720.6292,3891,0,0,50861.6,105.2192,0,53516.19,0,0,52795.56,50155.79,14.81449,1384026,14.81449,0,14.81449,5304206,99.99936,0,50140.97,1080.503,16663.34,3891,0,0,27550.79,0,153516.2,1384026
2/27/2007 8:00:00 AM,0.01,12.82404,-76.28707,74.00371,0.009864187,419.2279,1.691515,0,0,718.8578,718.8578,3891,0,0,718.8578,58.31861,0,419.2279,756.6924,718.8578,0,0,10.66316,1384026,0,337.4645,-337.4645,5303828,99.99225,0,0,0,12772.34,3891,0,0,790.7436,335.3824,100000,1384445
2/27/2007 9:00:00 AM,0.144,26.69232,-70.7863,59.24585,0.142564,6058.97,1.683051,0,0,1256.836,1256.836,3891,0,0,5702.119,106.2582,0,6058.97,1322.986,1256.836,0,0,290.7017,1384026,290.7017,0,290.7017,5304088,99.99715,0,4445.282,95.7927,8977.135,3891,0,0,1382.52,4847.176,100000,1390085
2/27/2007 10:00:00 AM,0.3915,40.0051,-63.01217,44.57858,0.4008918,17037.9,2.286676,0,0,591.6497,591.6497,3891,0,0,16947.4,100.534,0,17037.9,622.7891,591.6497,0,0,59.35791,1384026,59.35791,0,59.35791,5304142,99.99815,0,16355.75,352.455,5438.589,3891,0,0,650.8146,13630.32,100000,1401064
2/27/2007 11:00:00 AM,0.402,52.16027,-50.73678,30.15366,0.40338,17143.65,1.582072,0,0,892.1445,892.1445,3891,0,0,17065.92,100.4555,0,17143.65,939.0995,892.1445,0,0,30.77489,1384026,30.77489,0,30.77489,5304170,99.99866,0,16173.78,348.5335,1896.123,3891,0,0,981.359,13714.92,100000,1401170
2/27/2007 12:00:00 PM,0.3,61.61972,-29.62882,16.63485,0.2967685,12612.66,2.767088,0,0,1051.936,1051.936,3891,0,0,12535.15,100.6184,0,12612.66,1107.301,1051.936,0,0,22.15113,1384026,22.15113,0,22.15113,5304189,99.99904,0,11483.21,247.4551,0,2143.578,1747.422,0,1157.129,10090.13,100000,1396639
2/27/2007 1:00:00 PM,0.4215,65.08912,2.857952,9.48783,0.4203176,17863.5,4.628741,54894.36,0,906.6418,906.6418,3891,0,0,70042.52,103.8767,0,72757.85,0,0,53987.71,51288.33,15.94392,1384026,15.94392,0,15.94392,5304204,99.99931,0,69135.88,1489.83,0,1489.83,2401.17,0,28444.48,14290.8,154894.4,1401889
2/27/2007 2:00:00 PM,0.2765,60.38143,33.88741,18.68798,0.2733692,11618.19,4.916766,67074.95,0,965.2935,965.2935,3891,0,0,75376.17,104.4005,0,78693.13,0,0,66109.65,62804.17,11.4761,1384026,11.4761,0,11.4761,5304214,99.9995,0,74410.88,1603.502,0,1603.502,2287.498,0,34599.29,9294.552,167074.9,1395644
2/27/2007 3:00:00 PM,0.2785,50.30802,53.19186,32.46922,0.2757881,11721,2.517731,0,0,646.9194,646.9194,3891,0,0,11678.69,100.3623,0,11721,680.9678,646.9194,0,0,8.260261,1384026,8.260261,0,8.260261,5304221,99.99964,0,11031.77,237.7268,0,237.7268,3653.273,0,711.6113,9376.796,100000,1395747
2/27/2007 4:00:00 PM,0.1925,37.89605,64.5034,46.95379,0.1904102,8092.432,2.549775,0,0,930.2473,930.2473,3891,0,0,8037.526,100.6831,0,8092.432,979.2077,930.2473,0,0,5.945564,1384026,5.945564,0,5.945564,5304226,99.99974,0,7107.279,153.1568,0,153.1568,3737.843,0,1023.272,6473.945,100000,1392118
2/27/2007 5:00:00 PM,0.1675,24.46523,71.79803,61.64196,0.1667722,7087.819,1.907669,0,0,1309.151,1309.151,3891,0,0,7014.637,101.0433,0,7087.819,1378.053,1309.151,0,0,4.279493,1384026,4.279493,0,4.279493,5304230,99.99982,0,5705.486,122.9492,0,122.9492,3768.051,0,1440.066,5670.255,100000,1391114
2/27/2007 6:00:00 PM,0.052,10.53612,77.04986,76.40817,0.0516125,2193.531,2.400502,0,0,806.083,806.083,3891,0,0,2148.026,102.1185,0,2193.531,848.5084,806.083,0,0,3.08029,1384026,3.08029,0,3.08029,5304233,99.99987,0,1341.943,28.91792,0,28.91792,3862.082,0,886.6913,1754.825,100000,1386219
2/27/2007 7:00:00 PM,0,0,81.23577,90,0,0,4.08993,39463.71,0,1144.956,1144.956,3891,0,0,37545.55,105.1089,0,39463.71,0,0,38318.75,36402.81,2.217129,1384026,2.217129,0,2.217129,5304235,99.9999,0,36400.6,784.4072,0,784.4072,3106.593,0,20991.3,0,139463.7,1384026
2/27/2007 8:00:00 PM,0,0,84.92211,90,0,0,4.174066,41835.78,0,761.6718,761.6718,3891,0,0,39780.48,105.1666,0,41835.78,0,0,41074.11,39020.4,1.595843,1384026,1.595843,0,1.595843,5304236,99.99993,0,39018.81,840.8278,0,840.8278,3050.172,0,21755.73,0,141835.8,1384026
2/27/2007 9:00:00 PM,0,0,88.55408,90,0,0,4.628368,54878.59,0,982.173,982.173,3891,0,-7.27596E-12,52182.62,105.1664,0,54878.59,0,0,53896.41,51201.59,1.148655,1384026,1.148655,0,1.148655,5304238,99.99995,0,51200.45,1103.333,0,1103.333,2787.667,0,28519.68,0,154878.6,1384026
2/27/2007 10:00:00 PM,0,0,92.70836,90,0,0,5.064186,73309.33,0,1161.242,1161.242,3891,0,0,69701.1,105.1767,0,73309.33,0,0,72148.09,68540.68,0.8267779,1384026,0.8267779,0,0.8267779,5304238,99.99996,0,68539.86,1476.986,0,1476.986,2414.014,0,37932.03,0,173309.3,1384026
2/27/2007 11:00:00 PM,0,0,98.72935,90,0,0,7.705769,250307.4,0,728.3757,728.3757,3891,0,0,237827.9,105.2473,0,250307.4,0,0,249579,237100.1,0.5950975,1384026,0.5950975,0,0.5950975,5304238,99.99998,0,237099.5,5109.327,1218.327,3891,0,0,125954.9,0,350307.4,1384026
2/28/2007 12:00:00 AM,0,0,113.9729,90,0,0,5.916698,116922.7,0,1001.962,1001.962,3891,0,0,111126.2,105.2161,0,116922.7,0,0,115920.8,110124.7,0.4283389,1384026,0.4283389,0,0.4283389,5304239,99.99998,0,110124.3,2373.101,0,3591.428,299.5717,0,59563.52,0,216922.7,1384026
2/28/2007 1:00:00 AM,0,0,-169.0351,90,0,0,6.570916,159759.9,0,865.6213,865.6213,3891,0,-2.91038E-11,151814.8,105.2334,0,159759.9,0,0,158894.2,150949.5,0.3083094,1384026,0.3083094,0,0.3083094,5304240,99.99998,0,150949.2,3252.849,0,3252.849,638.1507,0,80832.11,0,259759.9,1384026
2/28/2007 2:00:00 AM,0,0,-110.13,90,0,0,7.207457,208711.4,0,1093.511,1093.511,3891,0,0,198330.3,105.2343,0,208711.4,0,0,207617.9,197237,0.2219147,1384026,0.2219147,0,0.2219147,5304240,99.99999,0,197236.8,4250.314,359.3142,3891,0,0,105558.6,0,308711.4,1384026
2/28/2007 3:00:00 AM,0,0,-98.17774,90,0,0,11.87107,325050,0,803.4595,803.4595,3891,0,-5.82077E-11,308837.5,105.2495,0,325050,0,0,324246.5,308034.2,0.1597296,1384026,0.1597296,0,0.1597296,5304240,99.99999,0,308034.1,6637.917,3106.231,3891,0,0,163408.8,0,425050,1384026
2/28/2007 4:00:00 AM,0,0,-92.45578,90,0,0,9.615724,318638.7,0,1111.799,1111.799,3891,0,0,302762.2,105.2439,0,318638.7,0,0,317526.9,301650.5,0.11497,1384026,0.11497,0,0.11497,5304240,99.99999,0,301650.4,6500.354,5715.585,3891,0,0,160542.3,0,418638.7,1384026
2/28/2007 5:00:00 AM,0,0,-88.35611,90,0,0,8.777735,301648.5,0,1249.748,1249.748,3891,0,0,286628.5,105.2402,0,301648.5,0,0,300398.8,285378.8,0.08275305,1384026,0.08275305,0,0.08275305,5304240,100,0,285378.7,6149.71,7974.295,3891,0,0,152199,0,401648.5,1384026
2/28/2007 6:00:00 AM,0,0,-84.70362,90,0,0,3.557021,26858.96,0,860.247,860.247,3891,0,0,25558.96,105.0863,0,26858.96,0,0,25998.71,24698.78,0.05956392,1384026,0.05956392,0,0.05956392,5304240,100,0,24698.72,532.24,4615.536,3891,0,0,14375.75,0,126859,1384026
2/28/2007 7:00:00 AM,0.0035,0,-80.9493,90,0,0,7.893574,260897.1,0,779.3639,779.3639,3891,0,0,247891.2,105.2466,0,260897.1,0,0,260117.8,247111.9,0.04287288,1384026,0.04287288,0,0.04287288,5304240,100,0,247111.8,5325.086,6049.622,3891,0,0,131305.9,0,360897.1,1384026
2/28/2007 8:00:00 AM,0.115,12.97537,-76.63669,73.94995,0.117912,5011.262,6.582709,160591,0,1140.001,1140.001,3891,0,0,157629.7,105.0578,0,165602.3,0,0,159451,151478.5,0.030859,1384026,0.030859,0,0.030859,5304240,100,0,156489.7,3372.243,5530.865,3891,0,0,81549.52,4009.009,260591,1389037
2/28/2007 9:00:00 AM,0.285,26.86876,-71.15427,59.17361,0.2956849,12566.61,11.37854,325050,0,719.4766,719.4766,3891,0,0,321400.1,105.0456,0,337616.6,0,0,324330.5,308114,0.02221167,1384026,0.02221167,0,0.02221167,5304240,100,0,320680.6,6910.441,8550.306,3891,0,0,163316.4,10053.29,425050,1396592
2/28/2007 10:00:00 AM,0.405,40.21881,-63.4117,44.48132,0.415941,17677.49,15.04766,325050,0,729.0778,729.0778,3891,0,-5.82077E-11,326511.4,104.9665,0,342727.5,0,0,324320.9,308104.9,0.0159875,1384026,0.0159875,0,0.0159875,5304240,100,0,325782.3,7020.38,11679.69,3891,0,0,163327,14141.99,425050,1401703
2/28/2007 11:00:00 AM,0.4765,52.42989,-51.15793,30.01459,0.4850477,20614.53,15.98067,325050,0,958.3106,958.3106,3891,0,0,329459.9,104.9185,0,345664.5,0,0,324091.7,307887.1,0.01150747,1384026,0.01150747,0,0.01150747,5304240,100,0,328501.6,7078.979,14867.66,3891,0,0,163579.1,16491.62,425050,1404640
2/28/2007 12:00:00 PM,0.51,61.96195,-29.94205,16.40109,0.5163028,21942.87,14.35497,325050,0,981.5654,981.5654,3891,0,0,330789.4,104.8984,0,346992.9,0,0,324068.4,307865,0.008282837,1384026,0.008282837,0,0.008282837,5304240,100,0,329807.9,7107.127,18083.79,3891,0,0,163604.7,17554.3,425050,1405969
2/28/2007 1:00:00 PM,0.51,65.45792,2.989319,9.124956,0.5147292,21875.99,14.723,325050,0,1205.383,1205.383,3891,0,0,330733.8,104.8959,0,346926,0,0,323844.6,307652.4,0.005961814,1384026,0.005961814,0,0.005961814,5304240,100,0,329528.4,7101.104,21293.9,3891,0,0,163850.9,17500.79,425050,1405902
2/28/2007 2:00:00 PM,0.496,60.67189,34.36263,18.54105,0.5014825,21313.01,11.92501,325050,0,729.5265,729.5265,3891,0,0,330147,104.9118,0,346363,0,0,324320.5,308104.4,0.00429119,1384026,0.00429119,0,0.00429119,5304240,100,0,329417.5,7098.714,24501.61,3891,0,0,163327.5,17050.41,425050,1405339
2/28/2007 3:00:00 PM,0.4465,50.50961,53.68407,32.40971,0.4528638,19246.71,12.90314,325050,0,1028.811,1028.811,3891,0,0,328095.7,104.9379,0,344296.7,0,0,324021.2,307820.1,0.003088709,1384026,0.003088709,0,0.003088709,5304240,100,0,327066.8,7048.06,27658.67,3891,0,0,163656.7,15397.37,425050,1403273
2/28/2007 4:00:00 PM,0.275,38.03804,64.94074,46.93359,0.2742514,11655.69,8.7094,299721.9,0,1046.696,1046.696,3891,0,0,296443.8,105.0376,0,311377.6,0,0,298675.2,283741.4,0.002223189,1384026,0.002223189,0,0.002223189,5304240,100,0,295397.1,6365.6,30133.27,3891,0,0,151012.3,9324.548,399721.9,1395682
2/28/2007 5:00:00 PM,0.066,24.56902,72.19166,61.64583,0.06518065,2770.178,7.312535,217598.9,0,1139.1,1139.1,3891,0,0,209546.1,105.165,0,220369.1,0,0,216459.8,205636.8,0.001600205,1384026,0.001600205,0,0.001600205,5304240,100,0,208407,4491.024,30733.29,3891,0,0,110052.5,2216.142,317598.9,1386796
2/28/2007 6:00:00 PM,0.0255,10.61459,77.42068,76.43012,0.02520966,1071.41,6.749276,172331.2,0,1134.546,1134.546,3891,0,0,164842.8,105.1927,0,173402.7,0,0,171196.7,162636.9,0.001151795,1384026,0.001151795,0,0.001151795,5304240,100,0,163708.3,3527.798,30370.09,3891,0,0,87413.63,857.1284,272331.2,1385097
2/28/2007 7:00:00 PM,0,0,81.6043,90,0,0,5.795263,110075.4,0,716.302,716.302,3891,0,0,104607.4,105.2271,0,110075.4,0,0,109359.1,103891.1,0.000829037,1384026,0.000829037,0,0.000829037,5304240,100,0,103891.1,2238.781,28717.87,3891,0,0,55825.63,0,210075.4,1384026
